building_id,site_id,timestamp,error
963,9,2017-07-17 00:00:00,C
885,9,2017-07-17 00:00:00,C
965,9,2017-07-17 00:00:00,C
963,9,2017-07-18 00:00:00,C
885,9,2017-07-18 00:00:00,C
965,9,2017-07-18 00:00:00,C
963,9,2017-07-19 00:00:00,C
885,9,2017-07-19 00:00:00,C
965,9,2017-07-19 00:00:00,C
963,9,2017-07-20 00:00:00,C
885,9,2017-07-20 00:00:00,C
965,9,2017-07-20 00:00:00,C
963,9,2017-07-21 00:00:00,C
885,9,2017-07-21 00:00:00,C
965,9,2017-07-21 00:00:00,C
963,9,2017-07-22 00:00:00,C
885,9,2017-07-22 00:00:00,C
965,9,2017-07-22 00:00:00,C
963,9,2017-07-23 00:00:00,C
885,9,2017-07-23 00:00:00,C
965,9,2017-07-23 00:00:00,C
963,9,2017-07-24 00:00:00,C
885,9,2017-07-24 00:00:00,C
965,9,2017-07-24 00:00:00,C
963,9,2017-07-25 00:00:00,C
885,9,2017-07-25 00:00:00,C
965,9,2017-07-25 00:00:00,C
963,9,2017-07-26 00:00:00,C
885,9,2017-07-26 00:00:00,C
965,9,2017-07-26 00:00:00,C
963,9,2017-07-27 00:00:00,C
885,9,2017-07-27 00:00:00,C
965,9,2017-07-27 00:00:00,C
963,9,2017-07-28 00:00:00,C
885,9,2017-07-28 00:00:00,C
965,9,2017-07-28 00:00:00,C
963,9,2017-07-29 00:00:00,C
885,9,2017-07-29 00:00:00,C
965,9,2017-07-29 00:00:00,C
963,9,2017-07-30 00:00:00,C
885,9,2017-07-30 00:00:00,C
965,9,2017-07-30 00:00:00,C
963,9,2017-07-31 00:00:00,C
885,9,2017-07-31 00:00:00,C
965,9,2017-07-31 00:00:00,C
963,9,2017-08-01 00:00:00,C
885,9,2017-08-01 00:00:00,C
965,9,2017-08-01 00:00:00,C
963,9,2017-08-02 00:00:00,C
885,9,2017-08-02 00:00:00,C
965,9,2017-08-02 00:00:00,C
963,9,2017-08-03 00:00:00,C
885,9,2017-08-03 00:00:00,C
965,9,2017-08-03 00:00:00,C
963,9,2017-08-04 00:00:00,C
885,9,2017-08-04 00:00:00,C
965,9,2017-08-04 00:00:00,C
963,9,2017-08-05 00:00:00,C
885,9,2017-08-05 00:00:00,C
963,9,2017-08-06 00:00:00,C
885,9,2017-08-06 00:00:00,C
963,9,2017-08-07 00:00:00,C
885,9,2017-08-07 00:00:00,C
963,9,2017-08-08 00:00:00,C
929,9,2017-08-29 00:00:00,C
993,9,2017-08-29 00:00:00,C
929,9,2017-08-30 00:00:00,C
993,9,2017-08-30 00:00:00,C
929,9,2017-08-31 00:00:00,C
993,9,2017-08-31 00:00:00,C
929,9,2017-09-01 00:00:00,C
993,9,2017-09-01 00:00:00,C
929,9,2017-09-02 00:00:00,C
993,9,2017-09-02 00:00:00,C
929,9,2017-09-03 00:00:00,C
993,9,2017-09-03 00:00:00,C
929,9,2017-09-04 00:00:00,C
993,9,2017-09-04 00:00:00,C
929,9,2017-09-05 00:00:00,C
993,9,2017-09-05 00:00:00,C
929,9,2017-09-06 00:00:00,C
993,9,2017-09-06 00:00:00,C
929,9,2017-09-07 00:00:00,C
929,9,2017-09-08 00:00:00,C
983,9,2017-09-12 00:00:00,C
983,9,2017-09-13 00:00:00,C
983,9,2017-09-14 00:00:00,C
983,9,2017-09-15 00:00:00,C
983,9,2017-09-16 00:00:00,C
983,9,2017-09-17 00:00:00,C
961,9,2017-09-18 00:00:00,C
983,9,2017-09-18 00:00:00,C
961,9,2017-09-19 00:00:00,C
983,9,2017-09-19 00:00:00,C
961,9,2017-09-20 00:00:00,C
983,9,2017-09-20 00:00:00,C
961,9,2017-09-21 00:00:00,C
983,9,2017-09-21 00:00:00,C
961,9,2017-09-22 00:00:00,C
961,9,2017-09-23 00:00:00,C
961,9,2017-09-24 00:00:00,C
961,9,2017-09-25 00:00:00,C
961,9,2017-09-26 00:00:00,C
961,9,2017-09-27 00:00:00,C
961,9,2017-09-28 00:00:00,C
961,9,2017-09-29 00:00:00,C
961,9,2017-09-30 00:00:00,C
961,9,2017-10-01 00:00:00,C
961,9,2017-10-02 00:00:00,C
961,9,2017-10-03 00:00:00,C
961,9,2017-10-04 00:00:00,C
983,9,2017-10-04 00:00:00,C
961,9,2017-10-05 00:00:00,C
983,9,2017-10-05 00:00:00,C
965,9,2017-10-05 00:00:00,C
961,9,2017-10-06 00:00:00,C
983,9,2017-10-06 00:00:00,C
965,9,2017-10-06 00:00:00,C
961,9,2017-10-07 00:00:00,C
983,9,2017-10-07 00:00:00,C
965,9,2017-10-07 00:00:00,C
961,9,2017-10-08 00:00:00,C
983,9,2017-10-08 00:00:00,C
965,9,2017-10-08 00:00:00,C
961,9,2017-10-09 00:00:00,C
983,9,2017-10-09 00:00:00,C
965,9,2017-10-09 00:00:00,C
961,9,2017-10-10 00:00:00,C
983,9,2017-10-10 00:00:00,C
965,9,2017-10-10 00:00:00,C
961,9,2017-10-11 00:00:00,C
983,9,2017-10-11 00:00:00,C
961,9,2017-10-12 00:00:00,C
961,9,2017-10-13 00:00:00,C
961,9,2017-10-14 00:00:00,C
961,9,2017-10-15 00:00:00,C
961,9,2017-10-16 00:00:00,C
961,9,2017-10-17 00:00:00,C
961,9,2017-10-18 00:00:00,C
961,9,2017-10-19 00:00:00,C
961,9,2017-10-20 00:00:00,C
961,9,2017-10-21 00:00:00,C
961,9,2017-10-22 00:00:00,C
961,9,2017-10-23 00:00:00,C
961,9,2017-10-24 00:00:00,C
983,9,2017-10-24 00:00:00,C
983,9,2017-10-25 00:00:00,C
983,9,2017-10-26 00:00:00,C
983,9,2017-10-27 00:00:00,C
983,9,2017-10-28 00:00:00,C
983,9,2017-10-29 00:00:00,C
983,9,2017-10-30 00:00:00,C
983,9,2017-10-31 00:00:00,C
983,9,2017-11-01 00:00:00,C
983,9,2017-11-02 00:00:00,C
983,9,2017-11-03 00:00:00,C
983,9,2017-11-04 00:00:00,C
983,9,2017-11-05 00:00:00,C
983,9,2017-11-06 00:00:00,C
983,9,2017-11-07 00:00:00,C
983,9,2017-12-02 00:00:00,C
983,9,2017-12-03 00:00:00,C
924,9,2017-12-04 00:00:00,C
983,9,2017-12-04 00:00:00,C
924,9,2017-12-05 00:00:00,C
983,9,2017-12-05 00:00:00,C
924,9,2017-12-06 00:00:00,C
924,9,2017-12-07 00:00:00,C
924,9,2017-12-09 00:00:00,C
924,9,2017-12-10 00:00:00,C
924,9,2017-12-11 00:00:00,C
924,9,2017-12-12 00:00:00,C
924,9,2017-12-13 00:00:00,C
993,9,2018-03-05 00:00:00,C
993,9,2018-03-06 00:00:00,C
993,9,2018-03-07 00:00:00,C
993,9,2018-03-08 00:00:00,C
993,9,2018-03-09 00:00:00,C
993,9,2018-03-10 00:00:00,C
993,9,2018-03-11 00:00:00,C
993,9,2018-03-12 00:00:00,C
993,9,2018-03-13 00:00:00,C
993,9,2018-03-14 00:00:00,C
993,9,2018-03-15 00:00:00,C
993,9,2018-03-16 00:00:00,C
990,9,2018-03-17 00:00:00,C
993,9,2018-03-17 00:00:00,C
990,9,2018-03-18 00:00:00,C
993,9,2018-03-18 00:00:00,C
990,9,2018-03-19 00:00:00,C
993,9,2018-03-19 00:00:00,C
990,9,2018-03-20 00:00:00,C
993,9,2018-03-20 00:00:00,C
993,9,2018-03-21 00:00:00,C
993,9,2018-03-22 00:00:00,C
993,9,2018-03-23 00:00:00,C
993,9,2018-03-24 00:00:00,C
993,9,2018-03-25 00:00:00,C
993,9,2018-03-26 00:00:00,C
993,9,2018-03-27 00:00:00,C
993,9,2018-03-28 00:00:00,C
993,9,2018-03-29 00:00:00,C
993,9,2018-03-30 00:00:00,C
993,9,2018-03-31 00:00:00,C
993,9,2018-04-01 00:00:00,C
993,9,2018-04-02 00:00:00,C
993,9,2018-04-03 00:00:00,C
993,9,2018-04-04 00:00:00,C
990,9,2018-04-05 00:00:00,C
993,9,2018-04-05 00:00:00,C
990,9,2018-04-06 00:00:00,C
993,9,2018-04-06 00:00:00,C
990,9,2018-04-07 00:00:00,C
993,9,2018-04-07 00:00:00,C
990,9,2018-04-08 00:00:00,C
993,9,2018-04-08 00:00:00,C
990,9,2018-04-09 00:00:00,C
993,9,2018-04-09 00:00:00,C
990,9,2018-04-10 00:00:00,C
993,9,2018-04-10 00:00:00,C
993,9,2018-04-11 00:00:00,C
993,9,2018-04-12 00:00:00,C
993,9,2018-04-13 00:00:00,C
993,9,2018-04-14 00:00:00,C
993,9,2018-04-15 00:00:00,C
993,9,2018-04-16 00:00:00,C
993,9,2018-04-17 00:00:00,C
993,9,2018-04-18 00:00:00,C
993,9,2018-04-19 00:00:00,C
993,9,2018-04-20 00:00:00,C
993,9,2018-04-21 00:00:00,C
993,9,2018-04-22 00:00:00,C
993,9,2018-04-23 00:00:00,C
993,9,2018-04-24 00:00:00,C
993,9,2018-04-25 00:00:00,C
993,9,2018-04-26 00:00:00,C
993,9,2018-04-27 00:00:00,C
977,9,2018-05-01 00:00:00,C
993,9,2018-05-01 00:00:00,C
977,9,2018-05-02 00:00:00,C
993,9,2018-05-02 00:00:00,C
977,9,2018-05-03 00:00:00,C
990,9,2018-05-03 00:00:00,C
993,9,2018-05-03 00:00:00,C
977,9,2018-05-04 00:00:00,C
990,9,2018-05-04 00:00:00,C
993,9,2018-05-04 00:00:00,C
977,9,2018-05-05 00:00:00,C
990,9,2018-05-05 00:00:00,C
993,9,2018-05-05 00:00:00,C
977,9,2018-05-06 00:00:00,C
990,9,2018-05-06 00:00:00,C
993,9,2018-05-06 00:00:00,C
977,9,2018-05-08 00:00:00,C
990,9,2018-05-08 00:00:00,C
993,9,2018-05-08 00:00:00,C
977,9,2018-05-09 00:00:00,C
990,9,2018-05-09 00:00:00,C
993,9,2018-05-09 00:00:00,C
977,9,2018-05-10 00:00:00,C
990,9,2018-05-10 00:00:00,C
993,9,2018-05-10 00:00:00,C
907,9,2018-05-11 00:00:00,C
902,9,2018-05-11 00:00:00,C
977,9,2018-05-11 00:00:00,C
990,9,2018-05-11 00:00:00,C
993,9,2018-05-11 00:00:00,C
907,9,2018-05-12 00:00:00,C
902,9,2018-05-12 00:00:00,C
977,9,2018-05-12 00:00:00,C
990,9,2018-05-12 00:00:00,C
993,9,2018-05-12 00:00:00,C
907,9,2018-05-13 00:00:00,C
902,9,2018-05-13 00:00:00,C
977,9,2018-05-13 00:00:00,C
990,9,2018-05-13 00:00:00,C
993,9,2018-05-13 00:00:00,C
907,9,2018-05-14 00:00:00,C
902,9,2018-05-14 00:00:00,C
977,9,2018-05-14 00:00:00,C
990,9,2018-05-14 00:00:00,C
993,9,2018-05-14 00:00:00,C
907,9,2018-05-15 00:00:00,C
902,9,2018-05-15 00:00:00,C
977,9,2018-05-15 00:00:00,C
990,9,2018-05-15 00:00:00,C
993,9,2018-05-15 00:00:00,C
977,9,2018-05-16 00:00:00,C
990,9,2018-05-16 00:00:00,C
993,9,2018-05-16 00:00:00,C
977,9,2018-05-17 00:00:00,C
990,9,2018-05-17 00:00:00,C
993,9,2018-05-17 00:00:00,C
977,9,2018-05-18 00:00:00,C
990,9,2018-05-18 00:00:00,C
993,9,2018-05-18 00:00:00,C
977,9,2018-05-19 00:00:00,C
990,9,2018-05-19 00:00:00,C
993,9,2018-05-19 00:00:00,C
977,9,2018-05-20 00:00:00,C
990,9,2018-05-20 00:00:00,C
993,9,2018-05-20 00:00:00,C
949,9,2018-05-21 00:00:00,C
921,9,2018-05-21 00:00:00,C
977,9,2018-05-21 00:00:00,C
990,9,2018-05-21 00:00:00,C
993,9,2018-05-21 00:00:00,C
976,9,2018-05-22 00:00:00,C
949,9,2018-05-22 00:00:00,C
921,9,2018-05-22 00:00:00,C
977,9,2018-05-22 00:00:00,C
990,9,2018-05-22 00:00:00,C
993,9,2018-05-22 00:00:00,C
976,9,2018-05-23 00:00:00,C
949,9,2018-05-23 00:00:00,C
921,9,2018-05-23 00:00:00,C
977,9,2018-05-23 00:00:00,C
990,9,2018-05-23 00:00:00,C
993,9,2018-05-23 00:00:00,C
976,9,2018-05-24 00:00:00,C
949,9,2018-05-24 00:00:00,C
921,9,2018-05-24 00:00:00,C
977,9,2018-05-24 00:00:00,C
990,9,2018-05-24 00:00:00,C
993,9,2018-05-24 00:00:00,C
976,9,2018-05-25 00:00:00,C
949,9,2018-05-25 00:00:00,C
921,9,2018-05-25 00:00:00,C
977,9,2018-05-25 00:00:00,C
990,9,2018-05-25 00:00:00,C
993,9,2018-05-25 00:00:00,C
976,9,2018-05-26 00:00:00,C
949,9,2018-05-26 00:00:00,C
921,9,2018-05-26 00:00:00,C
977,9,2018-05-26 00:00:00,C
990,9,2018-05-26 00:00:00,C
993,9,2018-05-26 00:00:00,C
976,9,2018-05-27 00:00:00,C
921,9,2018-05-27 00:00:00,C
977,9,2018-05-27 00:00:00,C
990,9,2018-05-27 00:00:00,C
993,9,2018-05-27 00:00:00,C
976,9,2018-05-28 00:00:00,C
949,9,2018-05-28 00:00:00,C
921,9,2018-05-28 00:00:00,C
977,9,2018-05-28 00:00:00,C
990,9,2018-05-28 00:00:00,C
993,9,2018-05-28 00:00:00,C
976,9,2018-05-29 00:00:00,C
949,9,2018-05-29 00:00:00,C
921,9,2018-05-29 00:00:00,C
977,9,2018-05-29 00:00:00,C
990,9,2018-05-29 00:00:00,C
993,9,2018-05-29 00:00:00,C
976,9,2018-05-30 00:00:00,C
949,9,2018-05-30 00:00:00,C
921,9,2018-05-30 00:00:00,C
977,9,2018-05-30 00:00:00,C
990,9,2018-05-30 00:00:00,C
993,9,2018-05-30 00:00:00,C
976,9,2018-05-31 00:00:00,C
949,9,2018-05-31 00:00:00,C
921,9,2018-05-31 00:00:00,C
977,9,2018-05-31 00:00:00,C
990,9,2018-05-31 00:00:00,C
993,9,2018-05-31 00:00:00,C
976,9,2018-06-01 00:00:00,C
949,9,2018-06-01 00:00:00,C
921,9,2018-06-01 00:00:00,C
977,9,2018-06-01 00:00:00,C
990,9,2018-06-01 00:00:00,C
993,9,2018-06-01 00:00:00,C
976,9,2018-06-02 00:00:00,C
949,9,2018-06-02 00:00:00,C
921,9,2018-06-02 00:00:00,C
977,9,2018-06-02 00:00:00,C
990,9,2018-06-02 00:00:00,C
993,9,2018-06-02 00:00:00,C
976,9,2018-06-03 00:00:00,C
949,9,2018-06-03 00:00:00,C
921,9,2018-06-03 00:00:00,C
977,9,2018-06-03 00:00:00,C
990,9,2018-06-03 00:00:00,C
993,9,2018-06-03 00:00:00,C
949,9,2018-06-04 00:00:00,C
921,9,2018-06-04 00:00:00,C
977,9,2018-06-04 00:00:00,C
990,9,2018-06-04 00:00:00,C
993,9,2018-06-04 00:00:00,C
949,9,2018-06-05 00:00:00,C
921,9,2018-06-05 00:00:00,C
977,9,2018-06-05 00:00:00,C
990,9,2018-06-05 00:00:00,C
993,9,2018-06-05 00:00:00,C
949,9,2018-06-06 00:00:00,C
921,9,2018-06-06 00:00:00,C
977,9,2018-06-06 00:00:00,C
990,9,2018-06-06 00:00:00,C
993,9,2018-06-06 00:00:00,C
949,9,2018-06-07 00:00:00,C
921,9,2018-06-07 00:00:00,C
977,9,2018-06-07 00:00:00,C
990,9,2018-06-07 00:00:00,C
993,9,2018-06-07 00:00:00,C
949,9,2018-06-08 00:00:00,C
921,9,2018-06-08 00:00:00,C
977,9,2018-06-08 00:00:00,C
990,9,2018-06-08 00:00:00,C
993,9,2018-06-08 00:00:00,C
921,9,2018-06-09 00:00:00,C
977,9,2018-06-09 00:00:00,C
990,9,2018-06-09 00:00:00,C
993,9,2018-06-09 00:00:00,C
921,9,2018-06-10 00:00:00,C
977,9,2018-06-10 00:00:00,C
990,9,2018-06-10 00:00:00,C
993,9,2018-06-10 00:00:00,C
977,9,2018-06-11 00:00:00,C
990,9,2018-06-11 00:00:00,C
993,9,2018-06-11 00:00:00,C
921,9,2018-06-12 00:00:00,C
977,9,2018-06-12 00:00:00,C
990,9,2018-06-12 00:00:00,C
965,9,2018-06-12 00:00:00,C
993,9,2018-06-12 00:00:00,C
921,9,2018-06-13 00:00:00,C
977,9,2018-06-13 00:00:00,C
990,9,2018-06-13 00:00:00,C
965,9,2018-06-13 00:00:00,C
993,9,2018-06-13 00:00:00,C
921,9,2018-06-14 00:00:00,C
977,9,2018-06-14 00:00:00,C
990,9,2018-06-14 00:00:00,C
965,9,2018-06-14 00:00:00,C
993,9,2018-06-14 00:00:00,C
921,9,2018-06-15 00:00:00,C
977,9,2018-06-15 00:00:00,C
990,9,2018-06-15 00:00:00,C
965,9,2018-06-15 00:00:00,C
993,9,2018-06-15 00:00:00,C
977,9,2018-06-16 00:00:00,C
990,9,2018-06-16 00:00:00,C
965,9,2018-06-16 00:00:00,C
993,9,2018-06-16 00:00:00,C
949,9,2018-06-17 00:00:00,C
921,9,2018-06-17 00:00:00,C
977,9,2018-06-17 00:00:00,C
990,9,2018-06-17 00:00:00,C
965,9,2018-06-17 00:00:00,C
993,9,2018-06-17 00:00:00,C
949,9,2018-06-18 00:00:00,C
921,9,2018-06-18 00:00:00,C
977,9,2018-06-18 00:00:00,C
990,9,2018-06-18 00:00:00,C
965,9,2018-06-18 00:00:00,C
993,9,2018-06-18 00:00:00,C
945,9,2018-06-19 00:00:00,C
902,9,2018-06-19 00:00:00,C
949,9,2018-06-19 00:00:00,C
921,9,2018-06-19 00:00:00,C
977,9,2018-06-19 00:00:00,C
990,9,2018-06-19 00:00:00,C
965,9,2018-06-19 00:00:00,C
993,9,2018-06-19 00:00:00,C
945,9,2018-06-20 00:00:00,C
902,9,2018-06-20 00:00:00,C
949,9,2018-06-20 00:00:00,C
921,9,2018-06-20 00:00:00,C
977,9,2018-06-20 00:00:00,C
990,9,2018-06-20 00:00:00,C
965,9,2018-06-20 00:00:00,C
993,9,2018-06-20 00:00:00,C
945,9,2018-06-21 00:00:00,C
902,9,2018-06-21 00:00:00,C
921,9,2018-06-21 00:00:00,C
977,9,2018-06-21 00:00:00,C
990,9,2018-06-21 00:00:00,C
965,9,2018-06-21 00:00:00,C
993,9,2018-06-21 00:00:00,C
945,9,2018-06-22 00:00:00,C
902,9,2018-06-22 00:00:00,C
977,9,2018-06-22 00:00:00,C
990,9,2018-06-22 00:00:00,C
965,9,2018-06-22 00:00:00,C
993,9,2018-06-22 00:00:00,C
945,9,2018-06-23 00:00:00,C
902,9,2018-06-23 00:00:00,C
977,9,2018-06-23 00:00:00,C
990,9,2018-06-23 00:00:00,C
965,9,2018-06-23 00:00:00,C
993,9,2018-06-23 00:00:00,C
945,9,2018-06-24 00:00:00,C
902,9,2018-06-24 00:00:00,C
921,9,2018-06-24 00:00:00,C
977,9,2018-06-24 00:00:00,C
990,9,2018-06-24 00:00:00,C
965,9,2018-06-24 00:00:00,C
993,9,2018-06-24 00:00:00,C
945,9,2018-06-25 00:00:00,C
902,9,2018-06-25 00:00:00,C
921,9,2018-06-25 00:00:00,C
977,9,2018-06-25 00:00:00,C
990,9,2018-06-25 00:00:00,C
965,9,2018-06-25 00:00:00,C
993,9,2018-06-25 00:00:00,C
945,9,2018-06-26 00:00:00,C
902,9,2018-06-26 00:00:00,C
921,9,2018-06-26 00:00:00,C
977,9,2018-06-26 00:00:00,C
990,9,2018-06-26 00:00:00,C
965,9,2018-06-26 00:00:00,C
993,9,2018-06-26 00:00:00,C
945,9,2018-06-27 00:00:00,C
902,9,2018-06-27 00:00:00,C
921,9,2018-06-27 00:00:00,C
977,9,2018-06-27 00:00:00,C
990,9,2018-06-27 00:00:00,C
965,9,2018-06-27 00:00:00,C
993,9,2018-06-27 00:00:00,C
977,9,2018-06-28 00:00:00,C
990,9,2018-06-28 00:00:00,C
965,9,2018-06-28 00:00:00,C
993,9,2018-06-28 00:00:00,C
977,9,2018-06-29 00:00:00,C
990,9,2018-06-29 00:00:00,C
965,9,2018-06-29 00:00:00,C
993,9,2018-06-29 00:00:00,C
921,9,2018-06-30 00:00:00,C
977,9,2018-06-30 00:00:00,C
990,9,2018-06-30 00:00:00,C
965,9,2018-06-30 00:00:00,C
993,9,2018-06-30 00:00:00,C
921,9,2018-07-01 00:00:00,C
977,9,2018-07-01 00:00:00,C
990,9,2018-07-01 00:00:00,C
965,9,2018-07-01 00:00:00,C
993,9,2018-07-01 00:00:00,C
921,9,2018-07-02 00:00:00,C
977,9,2018-07-02 00:00:00,C
990,9,2018-07-02 00:00:00,C
965,9,2018-07-02 00:00:00,C
993,9,2018-07-02 00:00:00,C
949,9,2018-07-03 00:00:00,C
921,9,2018-07-03 00:00:00,C
977,9,2018-07-03 00:00:00,C
990,9,2018-07-03 00:00:00,C
965,9,2018-07-03 00:00:00,C
993,9,2018-07-03 00:00:00,C
949,9,2018-07-04 00:00:00,C
921,9,2018-07-04 00:00:00,C
977,9,2018-07-04 00:00:00,C
990,9,2018-07-04 00:00:00,C
965,9,2018-07-04 00:00:00,C
993,9,2018-07-04 00:00:00,C
949,9,2018-07-05 00:00:00,C
921,9,2018-07-05 00:00:00,C
977,9,2018-07-05 00:00:00,C
990,9,2018-07-05 00:00:00,C
965,9,2018-07-05 00:00:00,C
993,9,2018-07-05 00:00:00,C
949,9,2018-07-06 00:00:00,C
921,9,2018-07-06 00:00:00,C
977,9,2018-07-06 00:00:00,C
990,9,2018-07-06 00:00:00,C
965,9,2018-07-06 00:00:00,C
993,9,2018-07-06 00:00:00,C
949,9,2018-07-07 00:00:00,C
921,9,2018-07-07 00:00:00,C
977,9,2018-07-07 00:00:00,C
990,9,2018-07-07 00:00:00,C
965,9,2018-07-07 00:00:00,C
993,9,2018-07-07 00:00:00,C
949,9,2018-07-08 00:00:00,C
921,9,2018-07-08 00:00:00,C
977,9,2018-07-08 00:00:00,C
990,9,2018-07-08 00:00:00,C
965,9,2018-07-08 00:00:00,C
993,9,2018-07-08 00:00:00,C
949,9,2018-07-09 00:00:00,C
921,9,2018-07-09 00:00:00,C
977,9,2018-07-09 00:00:00,C
990,9,2018-07-09 00:00:00,C
965,9,2018-07-09 00:00:00,C
993,9,2018-07-09 00:00:00,C
949,9,2018-07-10 00:00:00,C
921,9,2018-07-10 00:00:00,C
977,9,2018-07-10 00:00:00,C
990,9,2018-07-10 00:00:00,C
965,9,2018-07-10 00:00:00,C
993,9,2018-07-10 00:00:00,C
949,9,2018-07-11 00:00:00,C
921,9,2018-07-11 00:00:00,C
977,9,2018-07-11 00:00:00,C
990,9,2018-07-11 00:00:00,C
965,9,2018-07-11 00:00:00,C
993,9,2018-07-11 00:00:00,C
949,9,2018-07-12 00:00:00,C
921,9,2018-07-12 00:00:00,C
977,9,2018-07-12 00:00:00,C
990,9,2018-07-12 00:00:00,C
965,9,2018-07-12 00:00:00,C
993,9,2018-07-12 00:00:00,C
949,9,2018-07-13 00:00:00,C
921,9,2018-07-13 00:00:00,C
977,9,2018-07-13 00:00:00,C
990,9,2018-07-13 00:00:00,C
965,9,2018-07-13 00:00:00,C
993,9,2018-07-13 00:00:00,C
949,9,2018-07-14 00:00:00,C
921,9,2018-07-14 00:00:00,C
977,9,2018-07-14 00:00:00,C
990,9,2018-07-14 00:00:00,C
965,9,2018-07-14 00:00:00,C
993,9,2018-07-14 00:00:00,C
949,9,2018-07-15 00:00:00,C
921,9,2018-07-15 00:00:00,C
977,9,2018-07-15 00:00:00,C
990,9,2018-07-15 00:00:00,C
965,9,2018-07-15 00:00:00,C
993,9,2018-07-15 00:00:00,C
949,9,2018-07-16 00:00:00,C
921,9,2018-07-16 00:00:00,C
977,9,2018-07-16 00:00:00,C
990,9,2018-07-16 00:00:00,C
965,9,2018-07-16 00:00:00,C
993,9,2018-07-16 00:00:00,C
949,9,2018-07-17 00:00:00,C
921,9,2018-07-17 00:00:00,C
977,9,2018-07-17 00:00:00,C
990,9,2018-07-17 00:00:00,C
965,9,2018-07-17 00:00:00,C
993,9,2018-07-17 00:00:00,C
949,9,2018-07-18 00:00:00,C
921,9,2018-07-18 00:00:00,C
977,9,2018-07-18 00:00:00,C
990,9,2018-07-18 00:00:00,C
965,9,2018-07-18 00:00:00,C
993,9,2018-07-18 00:00:00,C
949,9,2018-07-19 00:00:00,C
921,9,2018-07-19 00:00:00,C
977,9,2018-07-19 00:00:00,C
990,9,2018-07-19 00:00:00,C
885,9,2018-07-19 00:00:00,C
965,9,2018-07-19 00:00:00,C
993,9,2018-07-19 00:00:00,C
949,9,2018-07-20 00:00:00,C
921,9,2018-07-20 00:00:00,C
977,9,2018-07-20 00:00:00,C
990,9,2018-07-20 00:00:00,C
885,9,2018-07-20 00:00:00,C
965,9,2018-07-20 00:00:00,C
993,9,2018-07-20 00:00:00,C
949,9,2018-07-21 00:00:00,C
921,9,2018-07-21 00:00:00,C
977,9,2018-07-21 00:00:00,C
990,9,2018-07-21 00:00:00,C
885,9,2018-07-21 00:00:00,C
965,9,2018-07-21 00:00:00,C
993,9,2018-07-21 00:00:00,C
949,9,2018-07-22 00:00:00,C
921,9,2018-07-22 00:00:00,C
977,9,2018-07-22 00:00:00,C
990,9,2018-07-22 00:00:00,C
885,9,2018-07-22 00:00:00,C
965,9,2018-07-22 00:00:00,C
993,9,2018-07-22 00:00:00,C
949,9,2018-07-23 00:00:00,C
921,9,2018-07-23 00:00:00,C
977,9,2018-07-23 00:00:00,C
990,9,2018-07-23 00:00:00,C
885,9,2018-07-23 00:00:00,C
965,9,2018-07-23 00:00:00,C
993,9,2018-07-23 00:00:00,C
949,9,2018-07-24 00:00:00,C
921,9,2018-07-24 00:00:00,C
977,9,2018-07-24 00:00:00,C
990,9,2018-07-24 00:00:00,C
885,9,2018-07-24 00:00:00,C
965,9,2018-07-24 00:00:00,C
993,9,2018-07-24 00:00:00,C
949,9,2018-07-25 00:00:00,C
921,9,2018-07-25 00:00:00,C
977,9,2018-07-25 00:00:00,C
990,9,2018-07-25 00:00:00,C
885,9,2018-07-25 00:00:00,C
965,9,2018-07-25 00:00:00,C
993,9,2018-07-25 00:00:00,C
949,9,2018-07-26 00:00:00,C
921,9,2018-07-26 00:00:00,C
977,9,2018-07-26 00:00:00,C
990,9,2018-07-26 00:00:00,C
885,9,2018-07-26 00:00:00,C
965,9,2018-07-26 00:00:00,C
993,9,2018-07-26 00:00:00,C
949,9,2018-07-27 00:00:00,C
921,9,2018-07-27 00:00:00,C
977,9,2018-07-27 00:00:00,C
990,9,2018-07-27 00:00:00,C
885,9,2018-07-27 00:00:00,C
965,9,2018-07-27 00:00:00,C
993,9,2018-07-27 00:00:00,C
949,9,2018-07-28 00:00:00,C
921,9,2018-07-28 00:00:00,C
977,9,2018-07-28 00:00:00,C
990,9,2018-07-28 00:00:00,C
885,9,2018-07-28 00:00:00,C
965,9,2018-07-28 00:00:00,C
993,9,2018-07-28 00:00:00,C
949,9,2018-07-29 00:00:00,C
921,9,2018-07-29 00:00:00,C
977,9,2018-07-29 00:00:00,C
990,9,2018-07-29 00:00:00,C
885,9,2018-07-29 00:00:00,C
965,9,2018-07-29 00:00:00,C
993,9,2018-07-29 00:00:00,C
949,9,2018-07-30 00:00:00,C
921,9,2018-07-30 00:00:00,C
977,9,2018-07-30 00:00:00,C
990,9,2018-07-30 00:00:00,C
885,9,2018-07-30 00:00:00,C
965,9,2018-07-30 00:00:00,C
993,9,2018-07-30 00:00:00,C
949,9,2018-07-31 00:00:00,C
921,9,2018-07-31 00:00:00,C
977,9,2018-07-31 00:00:00,C
990,9,2018-07-31 00:00:00,C
885,9,2018-07-31 00:00:00,C
965,9,2018-07-31 00:00:00,C
993,9,2018-07-31 00:00:00,C
885,9,2018-08-01 00:00:00,C
965,9,2018-08-01 00:00:00,C
885,9,2018-08-02 00:00:00,C
965,9,2018-08-02 00:00:00,C
885,9,2018-08-03 00:00:00,C
965,9,2018-08-03 00:00:00,C
885,9,2018-08-04 00:00:00,C
